City,State,latitude,longitude
Laguna Vista,TX,26.1009111,-97.2902543
Lampasas,TX,31.063784,-98.1816957
League City,TX,29.5074538,-95.0949303
Lewisville,TX,33.046233,-96.994174
Little Elm,TX,33.1626194,-96.9375051
Lockhart,TX,29.8849441,-97.6699996
Longview,TX,32.5007038,-94.7404891
Magnolia,TX,30.2093794,-95.7507815
Malakoff,TX,32.1695965,-96.0124678
Mansfield,TX,32.5631924,-97.1416768
Manvel,TX,29.4627365,-95.357994
Mckinney,TX,33.1976496,-96.6154471
Mesquite,TX,32.7666103,-96.599472
Midlothian,TX,32.482361,-96.9944489
Missouri City,TX,29.6185669,-95.5377215
Montgomery,TX,30.301949,-95.5065944
New Braunfels,TX,29.7028266,-98.1257348
North Richland Hills,TX,32.8342952,-97.2289029
Pasadena,TX,29.6910625,-95.2091006
Pearland,TX,29.5639758,-95.2864299
Pflugerville,TX,30.4393696,-97.6200043
Pharr,TX,26.1947962,-98.1836216
Plano,TX,33.0136764,-96.6925096
Pollok,TX,31.4465701,-94.8721557
Pottsboro,TX,33.759271,-96.6694402
Red Oak,TX,32.5117104,-96.8083633287005
Red Rock,TX,29.9596656,-97.4461058
Richardson,TX,32.9481789,-96.7297206
Richmond,TX,29.5821811,-95.7607832
Roanoke,TX,33.0040126,-97.2258483
Rockwall,TX,32.9312336,-96.4597089
Round Rock,TX,30.508235,-97.6788934
Rowlett,TX,32.9029017,-96.56388
Royse City,TX,32.9750924,-96.3325215
San Angelo,TX,31.4648357,-100.4398442
San Antonio,TX,29.4246002,-98.4951405
San Marcos,TX,29.8826436,-97.9405828
Schertz,TX,29.5641617,-98.2695702
Seabrook,TX,29.5633199,-95.019723
Sealy,TX,29.7807878,-96.1571834
Shenandoah,TX,30.1802151,-95.4557726
Sherman,TX,33.6360125,-96.6097889
Southlake,TX,32.9412363,-97.1341783
Spring,TX,31.8160381,-99.5120986
Sugar Land,TX,29.6196787,-95.6349463
Taylor,TX,30.571087,-97.4091771
Temple,TX,31.098207,-97.3427847
Texarkana,TX,33.4254684,-94.0430977
The Colony,TX,33.0890094,-96.8863922
The Woodlands,TX,30.1734194,-95.504686
Tolar,TX,32.3890274,-97.92059
Tomball,TX,30.0971621,-95.6160549
Tyler,TX,32.3512601,-95.3010624
Van Alstyne,TX,33.4214995,-96.5772109
Vidor,TX,30.1316001,-94.0154542
Waxahachie,TX,32.3865312,-96.8483311
Wimberley,TX,29.9974386,-98.0986268
Wylie,TX,33.0151201,-96.5388789
Eden,UT,41.3004965,-111.8121612
Herriman,UT,40.5140894,-112.0328198
Kamas,UT,40.6429578,-111.2805182
Lehi,UT,40.3880902,-111.8491619
Magna,UT,40.70268345,-112.089201928148
Murray Ut,UT,40.6667841,-111.888417
Ogden,UT,41.2230048,-111.9738429
Park City,UT,40.6460635,-111.4979741
Provo,UT,40.2338438,-111.6585337
Riverton,UT,40.5220027,-111.9391003
Salt Lake City,UT,40.7670126,-111.8904308
Sandy,UT,40.572851,-111.833449631627
Saratoga Springs,UT,40.3491173,-111.9046567
South Jordan,UT,40.5621704,-111.929658
Springville,UT,40.1668572,-111.6109221
Tooele,UT,40.5307776,-112.29828
Vernal,UT,40.4556577,-109.526696
West Jordan,UT,40.6096698,-111.9391031
West Valley City,UT,40.696629,-111.9867271
Aldie,VA,38.9758064,-77.6428403
Alexandria,VA,38.8147596,-77.0902476527272
Annandale,VA,38.8303098,-77.1964966
Appomattox,VA,37.3570894,-78.8252911
Arlington,VA,38.8903961,-77.0841585
Ashburn,VA,39.0437192,-77.4874899
Bedford,VA,37.3123905,-79.5399003
Blacksburg,VA,37.2296566,-80.4136767
Bridgewater,VA,38.3820655,-78.9766975
Bristol,VA,36.5959685,-82.1885009
Bristow,VA,38.7233263,-77.5365669
Buena Vista,VA,37.7342962,-79.3539292
Burkeville,VA,37.1876529,-78.2013859
Centreville,VA,38.8403909,-77.4288769
Chantilly,VA,38.8943792,-77.4305118
Charlottesvile,VA,38.03143675,-78.4917955597292
Charlottesville,VA,38.029306,-78.4766781
Chesapeake,VA,36.7183708,-76.2466798
Chesterfield,VA,37.3859982,-77.578509
Crozet,VA,38.071572,-78.702015205036
Culpeper,VA,38.4733823,-77.9961275
Dillwyn,VA,37.5429251,-78.4572238
Dumfries,VA,38.5676202,-77.3280382
Dungannon,VA,36.828056,-82.4674325909091
Elkton,VA,38.4079075,-78.6236329
Fairfax,VA,38.8462236,-77.3063733
Fairfax Station,VA,38.800859,-77.3256803
Falls Church,VA,38.882334,-77.1710914
Fancy Gap,VA,36.6665212,-80.6918684
Fredericksburg,VA,38.2967927,-77.483409
Gainesville,VA,38.7951501,-77.6141404
Gate City,VA,36.6378774,-82.5809876
Glen Allen,VA,37.6659781,-77.506374
Gordonsville,VA,38.1373578,-78.187781
Great Falls,VA,38.9981653,-77.2883157
Hampton,VA,37.0300969,-76.3452057
Harrisonburg,VA,38.4493315,-78.8688833
Haymarket,VA,38.8121398,-77.6368038
Henrico,VA,37.5455191,-77.4234124
Herndon,VA,38.9695316,-77.3859479
King George,VA,38.2786312,-77.175356
Lake Ridge,VA,38.687894,-77.2977618
Lebanon,VA,36.9009076,-82.0801257
Leesburg,VA,39.1154496,-77.5645446
Locust Grove,VA,37.7234753,-77.0077471
Lyndhurst,VA,38.0293036,-78.9450242
Madison Heights,VA,37.4309757,-79.1230795
Manakin Sabot,VA,37.6015358,-77.7149928
Manassas,VA,38.744947,-77.4824442252427
Mc Lean,VA,35.047667,-89.493215
Mclean,VA,38.9342888,-77.1776327
Midlothian,VA,37.5062673,-77.649268
Moneta,VA,37.1812537,-79.6172536
Newport News,VA,36.9786449,-76.4321089
No. Chesterfield,VA,37.35955265,-77.5849708959719
Norfolk,VA,36.8462923,-76.2929252
Petersburg,VA,37.1924594,-77.3677408
Portsmouth,VA,36.8354258,-76.2982742
Purcellville,VA,39.1367717,-77.7147153
Quantico,VA,38.5228755,-77.2901863044786
Reston,VA,38.9584018,-77.3579743
Richmond,VA,37.5385087,-77.43428
Roanoke,VA,37.274532,-79.9602096795782
Spring Grove,VA,37.1657049,-76.9732977
Springfield,VA,38.7890522,-77.1870368
Stafford,VA,38.4167265,-77.4579783
Sterling,VA,39.0016194,-77.4032011
Stuarts Draft,VA,38.0301405,-79.0336393
Suffolk,VA,36.7282096,-76.5835703
Thaxton,VA,37.3529172,-79.6164233
Vienna,VA,38.9013729,-77.2651762
Virginia Beach,VA,36.8529841,-75.9774183
Warrenton,VA,38.7135498,-77.795367
Warsaw,VA,37.9587465,-76.7580211
Waynesboro,VA,38.0652286,-78.9058876592407
Williamsburg,VA,37.2708788,-76.7074042
Winchester,VA,39.1852184,-78.1652404
Woodbridge,VA,38.6581723,-77.2497049
Yorktown,VA,37.2378875,-76.5080633
Barre,VT,44.197467,-72.502213
Brattleboro,VT,42.8509152,-72.5578678
Colchester,VT,44.54791,-73.155899
Lyndonville,VT,44.53389645,-72.0028279756074
Rutland,VT,43.6106237,-72.9726065
South Burlington,VT,44.4669941,-73.1709604
Airway Heights,WA,47.644611,-117.5932728
Battle Ground,WA,45.7813532,-122.5337433
Bellevue,WA,47.6144219,-122.1923372
Bellingham,WA,48.754402,-122.4788602
Bonney Lake,WA,47.1870191,-122.1702293
Bothell,WA,47.7598697,-122.2068288
Bremerton,WA,47.5653663,-122.6246836
Burien,WA,47.469918,-122.3485274
Camano Island,WA,48.1625483,-122.495026819736
Camas,WA,45.5911103,-122.4122248
Cheney,WA,47.4873895,-117.5757676
Duvall,WA,47.7423219,-121.9856782
Edmonds,WA,47.8105738,-122.3774952
Elk,WA,53.8249697,22.361359
Ellensburg,WA,46.9970635,-120.5451223
Enumclaw,WA,47.2047793,-121.9916371
Everett,WA,47.9673056,-122.2013998
Fairchild Air Force Base,WA,47.6162458,-117.64702460031
Federal Way,WA,47.313494,-122.3393103
Gig Harbor,WA,47.3259697,-122.5878659
Graham,WA,47.0395996,-122.2785729
Hoodsport,WA,47.4059259,-123.1393227
Issaquah,WA,47.5348778,-122.0432974
Kelso,WA,46.1420334,-122.9060318
Kent,WA,47.3826903,-122.2270272
Kirkland,WA,47.6859573,-122.1920249
La Center,WA,47.2868352,-120.2126139
La Conner,WA,48.3935161,-122.492647065895
Lacey,WA,47.0263876,-122.8072257
Lake Stevens,WA,48.0197794,-122.0660914
Lakewood,WA,47.1717649,-122.518458
Langley,WA,48.0399806,-122.4094051
Lewis Mcchord,WA,47.1138752,-122.536944499792
Liberty Lake,WA,47.6681145,-117.1048656
Lynnwood,WA,47.8278656,-122.3053932
Maple Valley,WA,47.3664231,-122.0437127
Marysville,WA,48.0517429,-122.1768209
Mill Creek,WA,47.8577455,-122.2210628
Monroe,WA,47.862745,-121.987547016841
Mount Vernon,WA,48.4200462,-122.32642
North Bend,WA,47.4931725,-121.7878299535
Ocean Shores,WA,46.973703,-124.156277
Olalla,WA,47.4305404,-122.5429467
Olympia,WA,47.0450197,-122.8948725
Port Hadlock,WA,48.0317611,-122.7582269
Port Orchard,WA,47.5315625,-122.6384056
Poulsbo,WA,47.7391366,-122.63928
Puyallup,WA,47.1849009,-122.2921406
Redmond,WA,47.6694141,-122.1238767
Renton,WA,47.4799078,-122.2034496
Ridgefield,WA,45.8167616,-122.7433775
Roy,WA,47.0042643,-122.539846
Sammamish,WA,47.6088445,-122.0423067
Seatac,WA,47.4449086,-122.2830842
Seattle,WA,47.6038321,-122.3300624
Seaview,WA,47.6712824,-122.4052826
Sequim,WA,48.0849312,-123.1096706
Shelton,WA,47.2150945,-123.1007066
Shoreline,WA,47.7558829,-122.341042728006
Silverdale,WA,47.6594091,-122.6766317
Snohomish,WA,48.0074736,-121.7304882
Spokane,WA,47.6579425,-117.4212265
Spokane Valley,WA,47.6691967,-117.1966687
Stanwood,WA,48.2452535,-122.349533639932
Tacoma,WA,47.2495798,-122.4398746
Tumwater,WA,47.0077652,-122.9110785
University Place,WA,47.216134,-122.540082987796
Vancouver,WA,45.6306954,-122.6744557
Washougal,WA,45.5819594,-122.3479921
Yakima,WA,46.601557,-120.5108421
Yelm,WA,46.9413877,-122.6063902
Appleton,WI,44.2611337,-88.4067604
Beloit,WI,42.5083272,-89.031784
Bonduel,WI,44.7402679,-88.4448243
Brown Deer,WI,43.1642538,-87.964278
De Forest,WI,53.4132858,9.4228503
Dousman,WI,43.014176,-88.4725983
Elkhart Lake,WI,43.8333269,-88.0178729
Fitchburg,WI,43.0020919,-89.423817
Fond Du Lac,WI,43.7748763,-88.4458033
Germantown,WI,43.2286174,-88.1103691
Grafton,WI,43.3197265,-87.9534226
Green Bay,WI,44.5126379,-88.0125794
Hartland,WI,43.105008,-88.3420398
Janesville,WI,42.6829765,-89.0226793
Kenosha,WI,42.5846773,-87.8212263
Kimberly,WI,44.2717086,-88.3400807
Kohler,WI,43.7391616,-87.7817541
Lake Geneva,WI,42.5916836,-88.4334301
Little Chute,WI,44.2799872,-88.3184394
Lomira,WI,43.591382,-88.443713
Madison,WI,43.074761,-89.3837613
Mauston,WI,43.7971946,-90.0773495
Mayville,WI,43.4942003,-88.5448278
Mequon,WI,43.2219088,-87.9822969
Middleton,WI,43.0962919,-89.5119565
Milwaukee,WI,43.0349931,-87.922497
New Glarus,WI,42.8145157,-89.6338752
Oak Creek,WI,42.8858503,-87.8631362
Oshkosh,WI,44.0206919,-88.5408574
Platteville,WI,42.7342942,-90.4784451
Portage,WI,44.4604931,-89.5108818
Racine,WI,42.7260523,-87.7825242
Ripon,WI,43.8424502,-88.8372972
Sheboygan,WI,43.7508284,-87.71453
South Milwaukee,WI,42.9105722,-87.8606367
Sturgeon Bay,WI,44.8341639,-87.377042
Sun Prairie,WI,43.1834579,-89.2134359
Sussex,WI,43.1339001,-88.2220372
Thiensville,WI,43.2375067,-87.9787001
Two Rivers,WI,44.1538845,-87.5692479
Verona,WI,42.9905492,-89.5335575
Waukesha,WI,43.0116784,-88.2314813
Wauwatosa,WI,43.0494122,-88.0079271
West Bend,WI,43.4252776,-88.1834277
Westfield,WI,43.8870995,-89.4903782
Whitefish Bay,WI,43.1133445,-87.9000856
Whitewater,WI,42.8336422,-88.7292679
Waterloo,WI,43.1838844,-88.9884421
Bluefield,WV,37.2698395,-81.2223195
Bunker Hill,WV,37.5195654,-80.8195248
Charles Town,WV,39.2891836,-77.859581
Falling Waters,WV,39.5592639,-77.8908301
Harpers Ferry,WV,39.323418,-77.7319766
Huntington,WV,38.4192496,-82.445154
Martinsburg,WV,39.4562528,-77.9639604
Ranson,WV,39.2952821,-77.8603829
Saint Albans,WV,38.3856488,-81.836241
Shepherdstown,WV,39.4300996,-77.804161
Centennial,WY,41.297896,-106.1393691
Cheyenne,WY,41.139981,-104.820246
