Company,Username,City,State,Date,Rating,Review,Distance,Cost,Cost.per.Mile,Sqft.Moved
Penske,Charles C,Everett,WA,2016-07-01,4,The only complaint was that the truck bed had not been properly swept.,12.0,192.0,16.0,600.0
Penske,Joann A,Dunedin,FL,2016-07-01,5,Always use Penske and have never had any problems. They are always excellent. Smooth transaction.,6.0,134.0,22.33,600.0
Penske,Alex R,La Grange,IL,2016-06-30,5,Great customer service,6.0,106.0,17.67,2500.0
Penske,Edward J,Mansfield,TX,2016-06-28,5,Penske always has the best deals for online and veteran's discount. Professional customer service. Nice clean trucks.,,1300.0,,3000.0
Penske,Frank F,Wilmington,DE,2016-06-28,5,"Great movers, called to notify us when they would arrive, and are frienldly.",650.0,440.0,0.68,750.0
Penske,Frank F,South Bend,IN,2016-06-28,5,Good truck,650.0,440.0,0.68,750.0
Penske,Frank F,South Bend,IN,2016-06-28,5,Good 16 ft truck. No problems.,650.0,440.0,0.68,750.0
Penske,Richard Q,Cornwall,NY,2016-06-28,5,Always great service. Penske is all I use.,200.0,,,1000.0
Penske,Deborah W,Malden,MA,2016-06-26,4,More reliable and better trucks than uhaul,300.0,450.0,1.5,1400.0
Penske,Paula S,Saratoga Springs,NY,2016-06-25,5,"Excellent, brand new 26 foot truck.",50.0,160.0,3.2,2000.0
Penske,Mark K,Willoughby,OH,2016-06-25,4,I rented a 16-foot truck for my move.,900.0,2000.0,2.22,1000.0
Penske,brian a,Suwanee,GA,2016-06-25,5,Not crazy with the random pricing though.,,,,
Penske,Linda F,Kent,WA,2016-06-25,4,"Truck was not ready , but received a call to adjust move.",,,,
Penske,Patricia B,Tewksbury,MA,2016-06-25,5,"Clean new truck, also had great gas milage",850.0,1100.0,1.29,2000.0
Penske,Sarah B,Cambridge,MA,2016-06-25,5,"We rented a 12 foot truck, which fit the contents of our studio apartment with room to spare. We were able to fit 10 small boxes, 10 medium boxes, four to five suitcases, two cube bookshelves, a collapsible bedframe, a full mattress, and a pretty tall dresser with no problem at all. The truck was in excellent condition with working A/C and a place to plug in your iPhone so you can listen to some tunes on your journey. It was also a lot quieter inside the cab than most of the UHAULs I've used in the past. Would definitely recommend!",1200.0,1300.0,1.08,460.0
Penske,Barry D,Concord,CA,2016-06-25,5,So far everything is working as expected.,650.0,2800.0,4.31,2626.0
Penske,Sasi L,Washington,DC,2016-06-24,2,They did not have the truck I reserved,1400.0,1900.0,1.36,800.0
Penske,John B,Austin,TX,2016-06-24,5,"Clean truck, no problems. At turn in, agent noticed I had forgotten to gas up and let me take it down the street to fill it avoiding about $70 extra charge (after truck had been turned in).",1200.0,1000.0,0.83,1200.0
Penske,Erica N,Orlando,FL,2016-06-20,5,"The Penake reps I worked with were very professional and friendly. The truck was clean and runs well. The truck I ordered was not available the day of my move, so they upgraded me to a larger size and even provided a small discount due to the inconvenience.",,,,
Penske,Ahmad R,Houston,TX,2016-06-20,5,new truck. good customer service. I would recommend them.,,,,
Penske,Jay T,Port Hadlock,WA,2016-06-20,5,"Penske was a joy to work with. They were helpful and their equipment was first rate. I had to change our rental a few days before our move, and they cheerfully and quickly made the change with no issues. I'll definitely use them again.",2300.0,2400.0,1.04,2350.0
Penske,Jay M,Mckinney,TX,2016-06-16,5,"A 26-foot moving truck was rented in Aurora, CO and dropped off in McKinney, TX. Great truck, easy rental experience, low cost. I did join AAA in order to get a deal on this but it was well worth it. These guys know what they're doing. I recommend Penske!",700.0,1500.0,2.14,2000.0
Penske,Jeffrey E,Paso Robles,CA,2016-06-16,1,"Penske is our favorite truck rental company. We have used them before, and their equipment was always top notch., but not this time. Our truck was a 26' GAS, nightmare. Not what we ordered, and it had several mechanical issues i.e.: backfired constantly, poor/no air conditioning, bad cupped tires, the car carrier had bad dry rot tires, one of which let loose and stranded us for 3 hours. NO FOLLOW UP call so far from Penske after submitting a request for follow up. NOT GOOD.",3000.0,3500.0,1.17,2500.0
Penske,James L,Aurora,OH,2016-06-16,3,The truck was under powered and it had a faulty fuel gauge.,2200.0,2100.0,0.95,2700.0
Penske,Barry B,Daytona Beach,FL,2016-06-12,5,I usually use anyonw one that os the fairest and also caters to Veterans .The discounts and shape of vehicle were top knotch.Id use them again.,238.0,169.0,0.71,900.0
Penske,Skip K,Streetsboro,OH,2016-06-11,4,"2,000 truck rental, employees were personable and knowledgeable, were way off on the cost and consumption of fuel, about double what website quoted.",2000.0,2000.0,1.0,1000.0
Penske,Meaghan M,Cheyenne,WY,2016-06-11,4,Will use again.,1100.0,1000.0,0.91,2800.0
Penske,Mark H,Forest Hill,MD,2016-06-11,5,"We rented a 26' trailer from Penske. We were traveling from Indiana to Maryland, one way was 615 miles. Each way took 12 hours to drive (regardless if I was doing 65 mph or 70mph) with very minimal stops to refuel or bathroom/snack break. I drove a total of 1845 miles. The truck was rented for a total of 7 days with 26 pads and a hand truck for a total cost around $1000-$1100. United Van Lines was the cheapest moving company of all the Big 3 and of several smaller companies like ""3 Men and a Truck"" (they were the most expensive believe it or not). United quoted us $10,000. The Penske truck ran flawlessly. It performed how I hoped it would (with no issues). We did have an issue with the roof of the truck leaking. There were several large holes in the roof of the truck. This of course was only noticed after we were loading the truck and a rain storm started. We called Penske and they sent a service man out to repair it. Since it rained all day, they could not get a good repair. The repair man covered the truck with a tarp and would come back when the rain stopped. Unfortunately, it rained for several days and I didn't want to wait. We covered the inside with a tarp and drove it to Maryland. After unloading in Maryland, the weather had finally cleared up. When I drove the truck back to Indiana for the second and last trip, the Penske repair man came to the house at 7pm Wednesday evening and put a permanent repair on the roof. Was this preventable by Penske? Probably not. There is no way to get on the roof to inspect it and they will only notice it if the customer complains about it. For us, I think they responded promptly. I would also recommend renting the hand truck. I wish I could buy that thing. It made moving any large object, no matter the weight, easy and quick. With the flip down bar on the bottom and the two securing straps, wow, what an invaluable piece of equipment!! This is the third time I have rented a Penske truck. Always the 26 footer. Very easy to drive. I would also recommend, buying a seat cushion to use on top of the drivers seat. Although its an air ride seat, the cushion was almost totally flat. The cushion really made a difference. Also, the truck has cruise control. But it is governed to a maximum speed of 65 mph. If you want to drive faster, you can. You just can't use the cruise control. The truck I rented also had an updated radio which was Greatly Appreciated. It had a USB charging port and an accessory port that we were able to listen to our music from our phone and audio book downloaded to our phone. It also had a CD player. Most new cars/trucks don't come with a CD player anymore, so that was a nice surprise. The truck also had 2 cigarette lighter plugs. We were able to keep all of our electronic devices nice and charged throughout the entire trip.",1845.0,1100.0,0.6,5000.0
Penske,Bill B,Carson City,NV,2016-06-08,4,"*Size of the truck met all expectations. *The Condition of the truck was very good. *Customer service from start to finish was outstanding. *Reputation. *I would use them again. *Courtesy and professionalism, can't say enough for the Penske Team.",429.0,900.0,2.1,2300.0
Penske,Elizabeth W,Lakeville,MN,2016-06-07,5,Love the truck,750.0,899.0,1.2,600.0
Penske,Robert A,Bradenton,FL,2016-06-07,4,"We used a 26' truck (diesel) which was in decent condition, but severely underpowered for a long trip (1,100 miles). Max speed 70 mph, but going up any decent hill the speed dropped to 55 mph.",1100.0,1900.0,1.73,2500.0
Penske,Donald H,Omaha,NE,2016-06-06,5,"The truck was brand new and very clean. When I brought the truck back before I was scheduled to, they adjusted the bill and gave me a discount. I have used Penske for 3 different moves and have never had a bad experience. They might be a little higher in price but the trucks are kept in better condition than their competitors.",10.0,126.0,12.6,1500.0
Penske,Elizabeth W,Nashville,TN,2016-06-06,5,Great moving truck!,750.0,850.0,1.13,450.0
Penske,Terry E. G,Chandler,AZ,2016-06-06,5,new equipment with no issues or problems and great customer service!,1500.0,1200.0,0.8,1600.0
Penske,Connie Y,Grand Prairie,TX,2016-06-05,5,Truck was right size for job. Service was great. Every thing worked out great. I would use them again,15.0,,,1200.0
Penske,Gail D,Aiken,SC,2016-06-05,5,"first.. get a truck big enough. I did not.. second..BUY THE INSURANCE! I did, and thankful of it.",500.0,350.0,0.7,1100.0
Penske,Larry N,Martinez,GA,2016-06-04,5,As always. Very helpfull in Augusta and also Charlottesville ( thanks Megan),500.0,,,1700.0
Penske,Charles H,Worcester,MA,2016-06-03,5,"I would never rent anything else but Penske, no one else comes close...",4.0,190.0,47.5,1200.0
Penske,Bill F,North Las Vegas,NV,2016-06-03,2,"The size truck was not available at the time promised and in order to meet the loader's schedule, I had to drive several miles out my way to pick up a larger truck than what I wanted. The truck was missing a driver's side sun visor and there were issues with the cruise control. The truck was rented to me with only a half tank of fuel, which meant I had to fuel up before I could leave for my destination.",450.0,250.0,0.56,1750.0
Penske,Everton C,Snellville,GA,2016-06-02,3,Returning the truck was complicated,,,,
Penske,Holly C,Flushing,NY,2016-06-02,4,Need to upgrade to diesel,1200.0,750.0,0.63,600.0
Penske,Jennifer M,Orlando,FL,2016-06-02,5,We rented a Penske Truck in northern Virginia and drove it to Fl. No problems at all. The truck rental process at Penske is very smooth and easy.,880.0,1700.0,1.93,3200.0
Penske,Rebecca K,Vernon Rockville,CT,2016-06-01,5,"This company helped us to get a truck for our move at the last minute. We had reserved a truck with Budget a month in advance only to find out when we went to pick it up that there was not one available and they couldn't promise us that they would have one that day. After calling a nearby Penske dealer, they went out of their way to find us a truck and get it ready that day. The truck was in great condition and easy to drive and load. I would highly recommend this company and would strongly recommend against using Budget as they can't be depended on to honor their commitments.",800.0,650.0,0.81,1200.0
Penske,Alessandro S,Marina Del Rey,CA,2016-06-01,5,Very good,30.0,150.0,5.0,1200.0
Penske,Kristine D,Phoenix,AZ,2016-05-31,3,"Truck had poor acceleration, very noisy cab, unable to listen to radio due to noise level",1900.0,,,2400.0
Penske,Zhi C,Binghamton,NY,2016-05-31,5,good price and convenient,300.0,286.0,0.95,1300.0
Penske,Jennifer K,Green Bay,WI,2016-05-30,4,Did the job.,100.0,300.0,3.0,1000.0
Penske,Anne M,Cartersville,GA,2016-05-30,5,"We picked the perfect size truck for this job. We have used Penske in the past so we knew that the equipment would be in good condition and their customer service was very good. We would definitely use them again,",15.0,90.0,6.0,3000.0
Penske,Elizabeth K,Mentor,OH,2016-05-26,5,Penske Truck Rental is the only company that I will use or refer for any moving needs. The support staff are very courteous and their trucks are in the best shape in the industry. You can also get the best deals through Penske online.,100.0,139.0,1.39,1800.0
Penske,Ben M,Charleston,SC,2016-05-25,5,"Truck was in great condition, and did the 1000 mile drive easily.",1000.0,1200.0,1.2,1200.0
Penske,Ben M,Waltham,MA,2016-05-25,5,"Truck was new, in good condition, and did the 1000 mile drive easily.",1000.0,1200.0,1.2,1200.0
Penske,Debra F,Mill Creek,WA,2016-05-23,3,"My name some how got attached to another truck going to North Carolina when my destination was California, thought it was fixed until I returned it and they wouldn't take it because she saw this mix up and didnt know what to do so wanted to send me down the road to another rental place, all while my uber ride was waiting, so that was annoying!",,,,
Penske,Sara L,Los Angeles,CA,2016-05-23,4,"Great truck for our 2,000-mile cross country drive. I had an issue with the employee upon pick-up, and the main customer service helped me out to remedy the situation.",2000.0,1600.0,0.8,1000.0
Penske,Kate H,La Mesa,CA,2016-05-21,5,We rented a one way 16 foot truck for a 120 mile move. Our truck cost was $230 for 48 hours and we purchased the comprehensive insurance for $50. We had unlimited miles. Penske was very friendly and efficient. The truck was very clean and in perfect working order.,130.0,280.0,2.15,1100.0
Penske,Kae S,Brooklyn,NY,2016-05-21,5,Very flexible with changing dates (we had to several times due to multiple state moves).,3800.0,1100.0,0.29,1300.0
Penske,Ken M,Cranberry Twp,PA,2016-05-20,3,"Several issues on pickup have to wait in return line at Home Depot, no pads on truck as ordered, gas tank not full as indicated turns out it wasn't even the right truck they gave me keys to.",12.0,50.0,4.17,600.0
Penske,Patricia S,Gaffney,SC,2016-05-17,5,I have always preferred Penske due to the cleanliness of their vehicles and the courteous staff. They have the best all around pricing and very dependable. I was traveling across country and felt completely safe.,2300.0,995.0,0.43,2100.0
Penske,Chris E,Smyrna,GA,2016-05-15,5,Good no issues.,50.0,200.0,4.0,1700.0
Penske,Tyler L,Fort Myers,FL,2016-05-13,5,Didn't have power windows or mirrors but other than that very smooth. AUX cord was nice. Only needed 12ft truck for 800sqft apartment. Penske gives discount to AAA members so it was worth going with this company.,550.0,600.0,1.09,800.0
Penske,Summer R,West Linn,OR,2016-05-10,5,I always like Penske...nice clean trucks with AC and the AAA discount helps! I prefer the size of the 16 foot truck when moving locally but I almost always have to make two trips with that one (when doing 1 way trips I would have gone with the larger truck),5.0,100.0,20.0,2400.0
Penske,Dawn B,Fredericksburg,VA,2016-05-09,4,Rented a total of 3 trucks. All were in good condition. The booking and drop off process was easy but the pick-up process was long. More than 1/2 hour each time.,55.0,,,3600.0
Penske,Don W,Chandler,AZ,2016-05-06,5,Drove from Washington to AZ and had no problems with the truck. No problems picking it up and it took about one minute to turn it in. Also pulled a car trailer.,1500.0,1500.0,1.0,1900.0
Penske,Joanne D,Magnolia,TX,2016-05-05,4,Ok service.,1300.0,1500.0,1.15,2200.0
Penske,Benjamin S,Washington,DC,2016-05-04,5,My truck was clean and in great working order. Ride was smooth and comfortable.,700.0,413.0,0.59,850.0
Penske,Jason B,Grand Haven,MI,2016-05-02,5,Needed a truck on somewhat short notice. Got a good deal on a truck. Good prices and customer service.,300.0,,,890.0
Penske,Jennifer G,Indianapolis,IN,2016-04-29,5,Very clean truck with only 5000 miles. Excellent condition.,4000.0,,,
Penske,Patricia B,Scammon,KS,2016-04-26,5,"I rented the truck for my brother and his wife so they could move from Texas to Kansas the truck headlight would not work well enough to see the road,my brother called the roadside assist and they had a tow truck arrive with in 30 mins and sorta fixed the lights.The lights would not go passed the bumper so it was hard to see the road.",406.0,1200.0,2.96,1200.0
Penske,Alex P,Bethesda,MD,2016-04-25,5,"Customer service was great, as expected. Ready on time, quick transaction, and clear communication throughout. The truck was in perfect condition and a later model, as most Penske trucks are. A 16' truck was a tight fit for a 1 BR, though we had an extra mattress/box spring which will not stay.",18.0,100.0,5.56,750.0
Penske,Andre M,Kissimmee,FL,2016-04-25,3,"Average only because my truck broke down in SC. However, Penske did offer to refund me my hotel stay and added an extra day to my rental, but I'm awaiting a response. If they fullfill this, then I will add 1 star ... if they don't, I will deduct 1 star.",800.0,1700.0,2.13,3000.0
Penske,Christina S,Westfield,IN,2016-04-19,5,"We had a huge move of a family of 4 with my parents house. So two houses into one, took 3 days rental",35.0,310.0,8.86,5000.0
Penske,Jeff W,Vancouver,WA,2016-04-19,5,Great truck...seamless and professional transaction,660.0,2800.0,4.24,1865.0
Penske,Emily D,Atlanta,GA,2016-04-18,5,Penske has the ease of being able to pick up and drop at Home Depot with flexible hours. We had no problems with the rental and found the entire process of renting the truck to be very smooth.,210.0,300.0,1.43,1200.0
Penske,Susie. S,Clover,SC,2016-04-17,4,We had a 26' truck pulling a trailer. The equipment worked well except for the gas gauge....that was hell driving so far never knowing how much gas you had.,2700.0,3004.0,1.11,2400.0
Penske,Diane M,Lancaster,PA,2016-04-13,5,The truck was clean and ready on time. They made the process very easy with the pickup and the drop off.,,,,
Penske,James W,Brooklyn,NY,2016-04-13,5,"The truck, though loaded to the max, handled like a dream. No complaints.",3000.0,850.0,0.28,2000.0
Penske,Kelly K,Flower Mound,TX,2016-04-11,1,"I had a truck reserved for a week at 8 AM to pick up at Home Depot. Never showed up. Constantly called to ask were the truck was and was repeatably lied to that it was ""on the way."" Wait 2 hours before I told them to shove it and went and rented a Uhaul instead. Would NEVER EVER you Penske again for anything. They made an already stressful day infinitely more stressful but not providing the truck I had reserved for a week.",,,,
Penske,Jeanna L,Naples,FL,2016-04-09,5,Nice clean truck! Was a perfect move thanks to Penske.,15.0,153.0,10.2,1250.0
Penske,Robert P,Bradenton,FL,2016-04-07,5,Very reliable and good equipment!,1200.0,990.0,0.83,1145.0
Penske,William M,Indianapolis,IN,2016-04-07,4,The truck was available on time and I had no issues.,400.0,500.0,1.25,
Penske,Amy K,Gilbert,AZ,2016-04-05,5,"Very comfortable truck for a two day drive. I was a little nervous about driving the truck, but it was fine. Once I got on the road, it was easy.",1000.0,,,2000.0
Penske,Don C,Chapin,SC,2016-04-04,4,"Was told my 26' truck would have a lift gate, but only had a ramp. Had several problems getting 6th gear engaged, which adds 10 mph on the interstate. No other problems.",560.0,1300.0,2.32,3500.0
Penske,David S,Evanston,IL,2016-04-03,5,"When Budget told us, a day before moving day, that they didn't have a truck for us, we called Penske and they came through with a truck that met our needs, was in good shape and was a good value.",700.0,800.0,1.14,600.0
Penske,Anthony T,Ann Arbor,MI,2016-04-02,5,Excellent,300.0,700.0,2.33,1000.0
Penske,Anthony T,Chicago,IL,2016-04-02,5,"Very courteous, friendly, helpful. Went over the detail thoroughly.",300.0,700.0,2.33,1000.0
Penske,Debbie H,Highland,CA,2016-03-29,4,Overall Penske was great. The pick-up location recently began renting Penske trucks so they were a bit slow. We we also rented a car carrier and dropped it off in one locations and the truck in another due to our arrival time. This caused problems. The truck and trailer were in good condition. Customer service was pretty good. I have used Penske before and the experience was good hence this rental. I would use them again.but hopefully not for a long while.,3000.0,1200.0,0.4,3000.0
Penske,Valari I,Mobile,AL,2016-03-26,4,It drove like a moving truck. Very uncomfortable.,400.0,600.0,1.5,1200.0
Penske,Holly W,Alexandria,VA,2016-03-25,5,"When I got to Penske in the morn, the minute I waw the 12 foot truck I knew it was too small. Wheel wells! they were able to immediately set me up with a 16' truck. Phew! The generous discounts were extremely helpful. The felt blankets were not as good as the as quilted blankets of yore. I have used Penske before and will again.",744.0,750.0,1.01,1200.0
Penske,MICHELLE B,Anderson,IN,2016-03-24,4,dependable truck,16.0,180.0,11.25,1400.0
Penske,Elizabeth C,Ravenna,OH,2016-03-23,5,"I hate to move, but this was the way to go this time.",500.0,1200.0,2.4,800.0
Penske,stephen g,Bristol,VA,2016-03-21,5,"From California to Bristol Virginia they were great. Excellent service. The truck was ready and they were there with great ""roadside service when we needed it. I would highly recommend this company.",3400.0,2600.0,0.76,1866.0
Penske,Vern P,Highland,MI,2016-03-19,3,"26' truck, rear door leaked water into the inside rear portion of the truck getting some bedding wet",1500.0,1400.0,0.93,2700.0
Penske,Brandie L,Austin,TX,2016-03-16,2,"The truck was great but the tow trailer they gave us was terrible and almost caused an accident. I'll never rent this way again. The service once we realized there was a problem was excellent, but it could have been a terrible accident. The trailer should have been checked much harder.",1800.0,1600.0,0.89,1000.0
Penske,James S,North Port,FL,2016-03-14,5,"Good truck. Well maintained, and clean. Only complaint was limited power. It made for some slow speeds through the mountains.",1300.0,2300.0,1.77,2400.0
Penske,Prabhu D,Tampa,FL,2016-03-14,5,Clean truck with reasonable cost,,,,
Penske,James C,Grand Rapids,MI,2016-03-13,5,"good truck, was ready when we needed it drove nice",750.0,1000.0,1.33,1500.0
Penske,Glenda S,Connellsville,PA,2016-03-13,5,"Very nice to work with! Had to change the truck request many times, but Mike was patient and so helpful! Going back for another truck again this week! Would dream of calling anyone else!",650.0,900.0,1.38,2400.0
Penske,Jeffrey S,Long Island City,NY,2016-03-10,4,Truck was clean and in very good condition and had low mileage.,1000.0,535.0,0.54,600.0
Penske,Barbara T,Fort Worth,TX,2016-03-08,1,"It was basically an 18 Wheeler, which I could not drive! I had to have one of the Guys from the Hire A Helper, to drive it for Me! It was NOT a good Day!",20.0,157.0,7.85,1000.0
Penske,James S,Mossville,IL,2016-03-06,5,"I haven't completed my driving portion of the move yet, but I can advise the their equipment (last time - 2 weeks ago) and this time appears to look good, and perform well.",1300.0,2300.0,1.77,2400.0
Penske,JEROLD B,Las Vegas,NV,2016-03-05,5,Excellent service and product rented. 16 foot truck.,20.0,110.0,5.5,1300.0
Penske,Randy S,Wilmington,OH,2016-03-04,5,Drove 26 footer fully loaded from Denver to Ohio with no issues,1300.0,1400.0,1.08,1200.0
Penske,Alexandra M,Wilsonville,OR,2016-02-28,5,Very Good.,2500.0,1600.0,0.64,2100.0
Penske,Ryan B,Houston,TX,2016-02-27,5,Penske was the best deal from all of the companies we looked at in respect to renting a truck - from the actual truck to supplies. The only comment is that the movers who we hired to load our truck recommended that we have about 100 pads for a move such as ours-- and I don't recall Penske stating anything like that on their site. In the end we were able to rent 60 pads- the rental location didn't have extra -- and we could have used probably another dozen or two dozen-- pads are worth it since they are protecting everything.,1300.0,1600.0,1.23,1500.0
Penske,Kevin D,Union City,CA,2016-02-27,4,"Pick up service in Wauwatosa, WI was excellent. Agent was pleasant and knowledgeable. The equipment was ready, clean and in great working order. No mechanical issues during trip. Return to truck in Hayward, CA was acceptable. (Remember to ask about the discount for using Hireahelper up front - not 'available' on return of truck)",2400.0,1800.0,0.75,1200.0
Penske,Sydney W,Sacramento,CA,2016-02-22,3,"Truck cab in good condition. Upon driving, it felt like wheels needed to be aligned. I rented a 12 foot truck but was not informed by the rental company that the rear wheel wells protrude into the bed of the truck. These wheel wells caused me some trouble as it was difficult to pack large furniture items into the bed without encountering the obstruction caused by the wheel wells. Overall, Penske trucks are in much better condition than their competitor's trucks. I would rent from them again.",60.0,310.0,5.17,1000.0
Penske,James S,North Port,FL,2016-02-22,5,Good truck and car trailer. In good mechanical condition. Priced competitively.,1300.0,2300.0,1.77,2500.0
Penske,James S,Mossville,IL,2016-02-18,5,Good truck. Good vehicle trailer. Good cost ! It would benefit from a block heater. Starting instructions could have been better. I will rent from them again.,,,,
Penske,Francois V,Atlanta,GA,2016-02-18,3,"After several emails reminding me that the truck would be ready for pick-up at the Home Depot store in Decatur, it was not available when I showed up for pick-up. Rather than being honest and indicating that there was an issue I got these responses that it would be there in 35-40 minutes, then when still not there it was increments of 10 min. I got the truck at 11am, when my timing and moving crew timing was tight already (added 3 hours to the day of loading, since I had to pick up items north of Atlanta and had to do so in the peak evening traffic because of the delay)! And to make matters worse, since they offered a 10% discount, that further delayed it because if was payed by a credit card that was not my own. Just frustrating. Otherwise the truck was in good condition and the return was a breeze.",700.0,500.0,0.71,3000.0
Penske,Jesse S,Forney,TX,2016-02-14,4,Good truck,1000.0,2000.0,2.0,2200.0
Penske,Thomas S,Pensacola,FL,2016-02-13,4,Good company.,800.0,500.0,0.63,2000.0
Penske,Vida V,Escondido,CA,2016-02-13,4,"Fuel it up before return or you will pay for it. I paid for the basic rental, insurance $106. Add the miles about 170 and fueling up at their facility for $8/gallon. Add another$350",88.0,456.0,5.18,825.0
Penske,Jesse S,Joliet,IL,2016-02-12,4,The truck was in good shape no issues.,1000.0,2000.0,2.0,2200.0
Penske,Adela Q,Arlington,VA,2016-02-10,5,"I highly recommend Penske, customer service was excellent here in the Coral Springs, Fl area where I rented the truck and in Arlington, Va. Mr. Pye Sint from the Coral Springs office gave us a lot of information about everything and was super nice as well as J. Nelson from the Arlington office. Great people and good prize.",1250.0,756.0,0.6,634.0
Penske,Mary H,Cave Creek,AZ,2016-02-09,5,I will use them again,,,,
Penske,Sharon E,Mequon,WI,2016-02-08,5,The truck rental was reasonable.,15.0,112.0,7.47,700.0
Penske,Terence D,Sun City Center,FL,2016-02-06,5,great to do business with.,,,,
Penske,Diana M,Tamarac,FL,2016-02-06,5,"Simple, Cost effective and very professional. They delivered exactly as promised and even adjusted our drop off with almost no notice. Highly recommend!!",350.0,700.0,2.0,1300.0
Penske,Seevon P,Winston Salem,NC,2016-02-03,3,Good deal for size of the truck.. Diesel fuel just cost more. I was satisfied with truck and space.,343.0,500.0,1.46,1600.0
Penske,Kevin I,Lake Mary,FL,2016-01-30,5,DC Moore was excellent. They were Customer Service orientated and made sure I had what I needed. No MV Clerk attitude there-You want good service and a truck rental at a god price go here.,,,,
Penske,Emily M,Kingwood,TX,2016-01-26,5,"We used Budget Trucks in the past and never again. Not only did Penske fight for our business by adding discount upon discount, their truck was better quality and we were able to get a full 26-footer and a tow dolly for our car as we wanted. The staff in the Las Vegas office was excellent, giving us another generous and unexpected discount. I'm a convert to Penske!",1600.0,800.0,0.5,1600.0
Penske,Kenenth F,Brea,CA,2016-01-23,5,Great equipment economical cost,1400.0,850.0,0.61,2300.0
Penske,Michael P,Oviedo,FL,2016-01-21,5,Penske provides great value and good trucks for long-distance or local moving.,1200.0,1500.0,1.25,500.0
Penske,Jim B,Manhattan,NY,2016-01-19,5,Great,700.0,600.0,0.86,800.0
Penske,Vincent F,Littleton,CO,2016-01-10,5,Bad mileage but probably normal at 9 MPG. great truck otherwise,900.0,500.0,0.56,1000.0
Penske,Mary S,Los Angeles,CA,2016-01-08,3,"The price was good and they were very flexible with the multiple time and locations changes we made. However, they did not have the hand truck we ordered.",500.0,560.0,1.12,1100.0
Penske,Erica J,Duluth,GA,2016-01-07,4,"The customer service was excellent, the pricing was far less than Uhaul. The truck ran real well. Aubry in Ohio was very nice.",725.0,750.0,1.03,940.0
Penske,Brad F,Indianapolis,IN,2016-01-07,5,"I had reserved a Uhaul truck, but the day before use, it was scheduled for too late in the day. In a panic, I was able to reserved a Penske truck and they saved the day! It was relatively new and drove well. It was clean and the moving pads did their job. Great experience with Penske!",100.0,135.0,1.35,1000.0
Penske,Vincent F,Saint Louis,MO,2016-01-06,5,Nice truck. 9 MPG I guess is normal,900.0,450.0,0.5,1450.0
Penske,Mirina D,Hampton,VA,2016-01-04,5,Truck drove great,600.0,500.0,0.83,1000.0
Penske,Greg T,Alabaster,AL,2016-01-03,5,"Great truck, 16 footer. No problems, comfortable ride, great mechanical features all the way around. held three rooms of furniture easily.",300.0,375.0,1.25,2000.0
Penske,Stacey H,Cranberry Twp,PA,2016-01-01,5,Did the job well.,,,,
Penske,Carol A B,Sanford,FL,2015-12-30,5,By far the best truck rental!,1400.0,856.0,0.61,700.0
Penske,Toni D,Reisterstown,MD,2015-12-30,5,Convince to where we could rent from Good customer service from rental place,25.0,85.0,3.4,800.0
Penske,Eugene D,Fuquay-Varina,NC,2015-12-29,4,Overall a good experience.,500.0,1260.0,2.52,800.0
Penske,Joseph H,Ashburn,VA,2015-12-29,5,"We rented the truck and moved ourselves. The truck was clean and in good working order. The car carrier was fine, a truck driver did notice we had a low tire. We called Penske and they sent a repair man. He changed the tire and checked the rest of the tires.",1350.0,,,
Penske,Jackie H,Dundee,IL,2015-12-28,4,"Reservation for the truck was made at Home Depot. They were very helpful. When dropping off the vehicle in Fitchburg, the lady was quite rude at the beginning.",1018.0,811.0,0.8,1000.0
Penske,Brad L,Virginia Beach,VA,2015-12-13,5,easy access and good customer service thru Home Depot!,300.0,550.0,1.83,900.0
Penske,Kelly W,Tacoma,WA,2015-12-13,4,"Took awhile to get the truck but in fairness everything and everything ran behind because of the weather. Front desk staff greeted us right away, friendly and helpful.",400.0,240.0,0.6,1200.0
Penske,Roger G,Kathleen,GA,2015-12-12,5,"Truck handled beautifully, interstate and neighborhood. 26 ft drives like a minivan, good mileage",85.0,350.0,4.12,2200.0
Penske,Heather H,Las Vegas,NV,2015-12-11,5,Easy rental good price and clean truck,300.0,500.0,1.67,2900.0
Penske,Christa Y,Paramus,NJ,2015-12-08,3,"Penske had so many breakdowns, we had to be towed the last 200 miles, lost several hours on the road waiting for help, but they were very helpful, but the equipment was in terrible mechanical shape, I was very disappointed in Penske after multiple times using them in the past",2100.0,4000.0,1.9,1200.0
Penske,John H,Columbus,OH,2015-12-04,4,Very helpful but were running a little late,5.0,,,1200.0
Penske,EJ M,Sevierville,TN,2015-12-03,5,"Truck and carrier did great, truck ran well.",768.0,675.0,0.88,1100.0
Penske,Ken W,Fairport,NY,2015-12-03,4,Got the largest truck possible. It was difficult to manage in the rain and traffic. We should have used a smaller truck.,1000.0,2400.0,2.4,2700.0
Penske,David P,New Orleans,LA,2015-11-30,5,26' Penske Rental,650.0,,,1500.0
Penske,Ric C,North Bend,WA,2015-11-29,5,Truck Rental was fine,2.0,70.0,35.0,1400.0
Penske,WIlliam P,Appleton,WI,2015-11-28,5,"Great experience again. Penske has great people, great equipment and great system.",300.0,850.0,2.83,3500.0
